Manufacturer_name,gear,odometer,year,fuel,Price,Country
Maruti,Manual,19.7,2012,Petrol,1680,India
Hyundai,Manual,18.9,2016,Petrol,7700,India
Hyundai,Manual,17,2010,Petrol,3010,India
Maruti,Manual,20.92,2012,Petrol,3164,India
Ford,Manual,22.77,2015,Diesel,7980,India
Maruti,Manual,18.9,2013,Petrol,4900,India
Hyundai,Manual,20.36,2013,Petrol,4410,India
Maruti,Manual,20.51,2018,Petrol,5740,India
Hyundai,Automatic,18.15,2019,Petrol,14700,India
Mahindra,Manual,18.49,2017,Diesel,8050,India
Tata,Manual,19.09,2015,Diesel,4270,India
Renault,Manual,20.37,2019,Diesel,16100,India
Maruti,Manual,16.6,2017,Petrol,7154,India
Nissan,Automatic,19.34,2016,Petrol,5740,India
Hyundai,Manual,22.32,2013,Diesel,5950,India
Renault,Manual,19.64,2016,Diesel,10500,India
Mini,Automatic,14.41,2017,Petrol,45500,India
Maruti,Manual,28.09,2016,Diesel,9100,India
Maruti,Manual,25.2,2016,Diesel,8778,India
Mercedes-Benz,Automatic,19.27,2014,Diesel,19950,India
Maruti,Manual,28.4,2014,Diesel,5950,India
Toyota,Manual,12.99,2013,Diesel,8470,India
Maruti,Manual,21.4,2015,Petrol,8400,India
Maruti,Manual,20.85,2016,Petrol,8050,India
Fiat,Manual,17.8,2012,Diesel,3640,India
Volkswagen,Manual,16.09,2013,Petrol,5950,India
Maruti,Manual,20.92,2013,Petrol,3220,India
Hyundai,Manual,19.67,2019,Diesel,17150,India
Mahindra,Manual,14.02,2010,Diesel,5250,India
Honda,Manual,17.4,2015,Petrol,10500,India
Mahindra,Manual,13.6,2011,Diesel,4900,India
Maruti,Manual,26.59,2015,Diesel,8400,India
Maruti,Manual,26.59,2013,Diesel,5460,India
Honda,Manual,17.7,2007,Petrol,2030,India
Hyundai,Manual,17.19,2018,Petrol,9800,India
Toyota,Manual,13,2013,Diesel,16100,India
Renault,Manual,23.01,2017,Petrol,4760,India
Honda,Manual,18.6,2016,Petrol,6510,India
Hyundai,Manual,17.92,2009,Petrol,1750,India
Mahindra,Manual,15.1,2012,Diesel,8400,India
Maruti,Manual,23.4,2013,Diesel,5320,India
Mahindra,Manual,14,2009,Diesel,5600,India
Chevrolet,Manual,22.1,2014,Diesel,4200,India
Hyundai,Manual,19.1,2015,Petrol,7000,India
Hyundai,Manual,22.54,2018,Diesel,11900,India
Hyundai,Manual,18.6,2018,Petrol,8372,India
Honda,Automatic,18,2015,Petrol,9800,India
Mahindra,Automatic,18.49,2018,Diesel,12600,India
Maruti,Manual,16.1,2004,Petrol,105000,India
Tata,Manual,19.09,2015,Diesel,4200,India
Maruti,Manual,23.4,2014,Diesel,5740,India
Fiat,Manual,20.5,2011,Diesel,4200,India
Ambassador,Manual,12.2,2010,Petrol,3150,India
Maruti,Manual,17.8,2011,Diesel,4200,India
Maruti,Automatic,21.4,2016,Petrol,8260,India
Mahindra,Manual,21,2020,Diesel,11900,India
Tata,Manual,26,2011,Petrol,1512,India
Mahindra,Manual,18.15,2018,Petrol,7700,India
Toyota,Manual,17.6,2012,Petrol,4550,India
Maruti,Manual,15.4,2016,Petrol,8750,India
Maruti,Manual,20.85,2016,Petrol,8400,India
Maruti,Manual,20.51,2019,Petrol,6230,India
Maruti,Manual,20.89,2019,Petrol,7420,India
Toyota,Manual,14.53,2011,Petrol,5390,India
Maruti,Manual,26.6 km/kg,2018,CNG,5740,India
Datsun,Manual,22.5,2018,Petrol,4900,India
Tata,Manual,25,2014,Diesel,3710,India
Hyundai,Manual,22.32,2014,Diesel,7280,India
Hyundai,Manual,22.54,2016,Diesel,10500,India
Maruti,Manual,26.59,2017,Diesel,7840,India
Tata,Manual,19.1,2014,Diesel,2800,India
Hyundai,Manual,25.4,2017,Diesel,8400,India
Hyundai,Manual,18.6,2019,Petrol,9170,India
Hyundai,Manual,17.8,2007,Petrol,1750,India
Toyota,Automatic,14.53,2009,Petrol,5950,India
Maruti,Manual,16.8,2017,Petrol,3080,India
Hyundai,Manual,18.6,2018,Petrol,7700,India
Mahindra,Manual,15.4,2017,Diesel,16100,India
Volkswagen,Manual,20.54,2012,Diesel,7000,India
Mahindra,Manual,17.3,2019,Diesel,13860,India
Hyundai,Manual,25,2013,Diesel,7714,India
Mahindra,Automatic,15.1,2018,Diesel,23100,India
Hyundai,Manual,24,2015,Diesel,4900,India
Ford,Manual,18.16,2017,Petrol,7000,India
Maruti,Manual,21.21,2018,Petrol,8050,India
Hyundai,Manual,24,2018,Diesel,7630,India
Ford,Manual,18.16,2017,Petrol,7350,India
Honda,Manual,18,2014,Petrol,5600,India
Maruti,Manual,14,2006,Petrol,2170,India
Mahindra,Manual,23.5,2019,Diesel,7560,India
Maruti,Manual,26.59,2016,Diesel,7630,India
Honda,Manual,16.8,2013,Petrol,7630,India
Renault,Manual,25.17,2016,Petrol,3360,India
Maruti,Manual,24.3,2018,Diesel,10150,India
Ford,Manual,18.16,2017,Petrol,6720,India
Hyundai,Manual,18.5,2013,Petrol,5250,India
Maruti,Manual,17.8,2011,Diesel,3150,India
Tata,Manual,23.84,2017,Petrol,5600,India
Hyundai,Manual,18.5,2016,Petrol,7700,India
Mahindra,Manual,15.4,2016,Diesel,14700,India
Volkswagen,Manual,18.78,2016,Petrol,6300,India
Mercedes-Benz,Automatic,11.74,2012,Petrol,10850,India
Maruti,Manual,20.51,2014,Petrol,4900,India
Honda,Manual,25.1,2014,Diesel,7700,India
Kia,Manual,16.8,2019,Petrol,15120,India
Maruti,Manual,21.01,2016,Petrol,8050,India
Toyota,Manual,12.99,2016,Diesel,13300,India
Maruti,Manual,22.74,2013,Petrol,3220,India
Hyundai,Manual,21.9,2011,Diesel,3780,India
Chevrolet,Manual,25.44,2012,Diesel,2310,India
Ford,Manual,15.6,2011,Petrol,1820,India
Maruti,Manual,19.1,2012,Petrol,5180,India
Maruti,Manual,21.4,2017,Petrol,7980,India
Toyota,Manual,23.59,2015,Diesel,5460,India
Volkswagen,Manual,22.07,2013,Diesel,5110,India
Hyundai,Manual,18.5,2012,Petrol,3920,India
Hyundai,Automatic,22,2018,Diesel,17500,India
Hyundai,Manual,18.6,2016,Petrol,8260,India
Maruti,Automatic,23.1,2018,Petrol,6650,India
Ford,Manual,23,2017,Diesel,9590,India
Hyundai,Automatic,19.08,2012,Diesel,5320,India
Renault,Manual,23.01,2018,Petrol,4620,India
Maruti,Manual,21.01,2018,Petrol,9100,India
Maruti,Manual,20.51,2016,Petrol,4550,India
Maruti,Automatic,21.21,2018,Petrol,8960,India
Hyundai,Manual,18.27,2019,Petrol,13286,India
Nissan,Manual,20.45,2015,Diesel,10500,India
Hyundai,Manual,23.9,2015,Diesel,9240,India
Maruti,Manual,16.1,2014,Petrol,6090,India
Hyundai,Manual,21.9,2013,Diesel,5390,India
Hyundai,Manual,14.66,2011,Diesel,14000,India
Hyundai,Automatic,22,2019,Diesel,17500,India
Hyundai,Manual,20.14,2017,Petrol,7700,India
Maruti,Manual,18.9,2009,Petrol,2170,India
Maruti,Manual,25.2,2015,Diesel,5810,India
Maruti,Manual,20.92,2011,Petrol,3514,India
Mahindra,Manual,15.4,2016,Diesel,16100,India
Hyundai,Manual,19.81,2014,Petrol,4340,India
Datsun,Manual,19.44,2015,Petrol,4900,India
Mahindra,Manual,15.4,2017,Diesel,15750,India
BMW,Automatic,18.59,2016,Diesel,36400,India
Chevrolet,Manual,17.8,2017,Petrol,2800,India
Datsun,Manual,20.62,2018,Petrol,6720,India
Maruti,Automatic,28.4,2017,Diesel,11900,India
Hyundai,Automatic,17.01,2017,Diesel,15400,India
Maruti,Manual,22,2018,Petrol,8050,India
Hyundai,Manual,0,2007,Petrol,2240,India
Maruti,Manual,17.5,2012,Petrol,4760,India
Tata,Manual,25,2018,Diesel,7826,India
Ford,Manual,23,2018,Diesel,12950,India
Hyundai,Manual,18.9,2015,Petrol,5600,India
Hyundai,Manual,25.4,2019,Diesel,7840,India
Honda,Manual,17.8,2016,Petrol,10150,India
Maruti,Manual,23.4,2014,Diesel,8400,India
Mahindra,Manual,12.05,2013,Diesel,7700,India
Ford,Manual,25.83,2017,Diesel,8190,India
Maruti,Manual,21.79,2019,Petrol,5754,India
Maruti,Manual,20.85,2015,Petrol,6300,India
Honda,Automatic,13.7,2015,Petrol,18060,India
Volkswagen,Manual,16.47,2015,Petrol,6370,India
Hyundai,Manual,20.7,2019,Petrol,9940,India
Mahindra,Manual,18.49,2016,Diesel,6300,India
Toyota,Manual,17.71,2015,Petrol,6510,India
Honda,Manual,16.8,2016,Petrol,10780,India
Tata,Manual,19.09,2015,Diesel,4480,India
Tata,Manual,19.09,2015,Diesel,4550,India
Ford,Automatic,10.91,2018,Diesel,40600,India
Honda,Manual,25.8,2018,Diesel,10080,India
Mahindra,Manual,25.32,2016,Diesel,5250,India
Chevrolet,Manual,14.49,2010,Petrol,2030,India
Datsun,Manual,19.44,2015,Petrol,5600,India
Renault,Manual,19.87,2015,Diesel,8400,India
Honda,Manual,18.7,2018,Petrol,8400,India
Maruti,Manual,14.4 km/kg,2012,LPG,3780,India
Hyundai,Manual,18.6,2015,Petrol,7000,India
Hyundai,Manual,23.9,2015,Diesel,9100,India
Chevrolet,Manual,18.2,2015,Petrol,5320,India
Mitsubishi,Manual,13.5,2012,Diesel,10192,India
Maruti,Automatic,21.21,2018,Petrol,9240,India
Tata,Manual,18,2010,Diesel,2520,India
BMW,Automatic,22.69,2016,Diesel,29260,India
Chevrolet,Manual,25.44,2015,Diesel,3500,India
Kia,Manual,16.8,2020,Petrol,17850,India
Toyota,Manual,14.53,2012,Petrol,6370,India
Maruti,Manual,28.4,2015,Diesel,6930,India
Maruti,Manual,21.1,2010,Petrol,3080,India
Maruti,Manual,25.1,2018,Diesel,11200,India
Hyundai,Automatic,13.01,2014,Diesel,18130,India
Hyundai,Manual,18.9,2016,Petrol,6650,India
Tata,Manual,15.3,2014,Diesel,5320,India
Maruti,Manual,25.1,2018,Diesel,12600,India
Maruti,Manual,20.73,2015,Petrol,7420,India
Tata,Manual,23.84,2016,Petrol,7420,India
Hyundai,Manual,17.01,2015,Petrol,9100,India
Honda,Manual,12.8,2010,Petrol,6930,India
Honda,Manual,17,2010,Petrol,4690,India
Audi,Automatic,17.01,2020,Diesel,65450,India
Audi,Automatic,16.55,2013,Diesel,18060,India
Ford,Manual,20,2011,Diesel,4200,India
Maruti,Automatic,21.5,2019,Petrol,7700,India
Maruti,Manual,23.4,2013,Diesel,5460,India
Mahindra,Manual,13.6,2008,Diesel,3640,India
Tata,Manual,24.7,2017,Diesel,5530,India
Mahindra,Manual,12.05,2012,Diesel,7700,India
Maruti,Manual,22,2018,Petrol,9100,India
Maruti,Manual,28.4,2016,Diesel,5250,India
Tata,Manual,21.12,2012,Diesel,4200,India
Toyota,Manual,16.78,2016,Petrol,6300,India
Honda,Manual,19.4,2015,Petrol,4690,India
Kia,Manual,16.1,2019,Petrol,18200,India
Maruti,Manual,23.95,2018,Petrol,5040,India
Maruti,Manual,21.63,2020,Petrol,7070,India
Maruti,Manual,24.7,2019,Petrol,4340,India
Hyundai,Manual,18.6,2015,Petrol,7630,India
Mahindra,Manual,14,2009,Diesel,4200,India
Chevrolet,Manual,14.4,2009,Petrol,2800,India
Mahindra,Manual,13.6,2006,Diesel,2100,India
Maruti,Manual,21.4,2018,Petrol,8120,India
Maruti,Manual,18.9,2011,Petrol,3500,India
Hyundai,Manual,17.43,2017,Petrol,9100,India
Maruti,Manual,23.65,2016,Diesel,11200,India
Audi,Automatic,15.73,2013,Diesel,20650,India
Maruti,Manual,25.47,2018,Diesel,5740,India
Ford,Manual,22.77,2015,Diesel,7434,India
Ford,Manual,23,2018,Diesel,12460,India
Tata,Manual,14,2016,Diesel,10850,India
Maruti,Manual,33.54 km/kg,2018,CNG,6090,India
Ford,Manual,20,2012,Diesel,2590,India
Mahindra,Manual,15.96,2011,Diesel,6160,India
Hyundai,Manual,18.6,2015,Petrol,6300,India
Maruti,Manual,21.4,2017,Petrol,8400,India
Maruti,Manual,23.1,2014,Petrol,4480,India
Hyundai,Manual,21.19,2016,Diesel,9800,India
Ford,Manual,18.16,2018,Petrol,8820,India
Maruti,Manual,22.74,2016,Petrol,4480,India
Honda,Manual,16.8,2013,Petrol,6510,India
Tata,Manual,21.12,2011,Diesel,3850,India
Nissan,Manual,21.64,2013,Diesel,5180,India
Hyundai,Manual,18.6,2016,Petrol,7700,India
Maruti,Manual,22,2017,Petrol,6230,India
Tata,Manual,14,2013,Diesel,9870,India
Maruti,Manual,33.54 km/kg,2013,CNG,3780,India
Nissan,Manual,23.08,2012,Diesel,5880,India
Honda,Manual,26,2014,Diesel,6650,India
Toyota,Manual,12.55,2015,Diesel,24570,India
Honda,Manual,16.9,2011,Petrol,4900,India
Hyundai,Manual,18.6,2016,Petrol,8050,India
Toyota,Manual,23.59,2016,Diesel,6524,India
Renault,Manual,23.01,2017,Petrol,5040,India
Maruti,Manual,24.7,2017,Petrol,3850,India
Datsun,Manual,19.44,2016,Petrol,4480,India
Maruti,Manual,14,2000,Petrol,133000,India
Hyundai,Manual,18.9,2015,Petrol,5180,India
Honda,Manual,19.4,2013,Petrol,3500,India
Maruti,Manual,17.5,2009,Petrol,3850,India
Mercedes-Benz,Automatic,12.33,2015,Petrol,27300,India
Honda,Manual,17.4,2014,Petrol,7700,India
Toyota,Manual,21.43,2016,Diesel,18550,India
Maruti,Manual,28.4,2018,Diesel,10500,India
Nissan,Manual,18.06,2011,Petrol,4060,India
Maruti,Manual,20.51,2015,Petrol,3808,India
Maruti,Manual,28.09,2019,Diesel,13314,India
Maruti,Manual,20.92,2013,Petrol,3920,India
Honda,Manual,16.8,2013,Petrol,7630,India
Renault,Manual,22.3,2020,Petrol,6300,India
Hyundai,Manual,18.6,2017,Petrol,6720,India
Mahindra,Manual,15.4,2017,Diesel,14840,India
Maruti,Manual,22.74,2013,Petrol,3290,India
Maruti,Manual,21.4,2017,Petrol,8260,India
Mahindra,Manual,18.49,2017,Diesel,10500,India
Hyundai,Automatic,0,2004,Petrol,99400,India
Mahindra,Manual,18.49,2016,Diesel,6300,India
Toyota,Automatic,12.9,2018,Diesel,41300,India
Hyundai,Manual,17.92,2008,Petrol,1540,India
Mahindra,Manual,13.5,2007,Diesel,3920,India
Audi,Automatic,17.84,2016,Petrol,25914,India
Honda,Manual,17.4,2018,Petrol,10500,India
Hyundai,Manual,18.9,2015,Petrol,5600,India
Maruti,Manual,26.59,2015,Diesel,7420,India
Mahindra,Manual,16.55,2018,Diesel,12180,India
Renault,Manual,25.17,2018,Petrol,4130,India
Tata,Manual,27.28,2017,Diesel,5180,India
Maruti,Manual,21.21,2018,Petrol,7420,India
Hyundai,Manual,24.4,2014,Diesel,8400,India
Renault,Automatic,24.04,2017,Petrol,4900,India
Ford,Manual,22.7,2013,Diesel,6580,India
Ford,Manual,25.83,2015,Diesel,5460,India
Ambassador,Manual,13.2,2005,Diesel,1624,India
Mahindra,Manual,15.4,2015,Diesel,12880,India
Mahindra,Manual,15.1,2013,Diesel,7700,India
Hyundai,Manual,22.32,2014,Diesel,8890,India
Mahindra,Automatic,16,2017,Diesel,17500,India
Maruti,Manual,24.7,2018,Petrol,4200,India
Honda,Automatic,18,2018,Petrol,13440,India
Maruti,Manual,24.3,2018,Diesel,10500,India
Volkswagen,Manual,16.47,2011,Petrol,3486,India
Tata,Manual,17.6,2018,Diesel,19600,India
Ford,Manual,20,2011,Diesel,3500,India
Hyundai,Manual,22.32,2014,Diesel,8540,India
Maruti,Manual,18.2,2010,Petrol,2310,India
Ford,Manual,21.7,2016,Diesel,7630,India
Hyundai,Manual,22.32,2013,Diesel,6720,India
Hyundai,Manual,18.6,2014,Petrol,5530,India
Toyota,Manual,12.99,2012,Diesel,6930,India
Ford,Manual,0,2017,Diesel,7700,India
Hyundai,Manual,18.9,2017,Petrol,6580,India
Tata,Manual,16.84,2011,Petrol,2800,India
Skoda,Manual,17,2010,Diesel,3920,India
Chevrolet,Manual,14.4,2008,Petrol,2086,India
Volkswagen,Manual,22.07,2011,Diesel,2800,India
Hyundai,Manual,21.19,2016,Diesel,9786,India
Toyota,Manual,14.28,2010,Petrol,4410,India
Maruti,Manual,20.51,2014,Petrol,4760,India
Renault,Manual,20.45,2014,Diesel,7000,India
Honda,Manual,17.14,2017,Petrol,14700,India
Renault,Manual,19.6,2016,Diesel,8400,India
Fiat,Manual,20.5,2017,Diesel,6692,India
Maruti,Manual,20.4,2017,Petrol,6874,India
,,,,,0,India
Land,Automatic,12.63,2016,Petrol,40460,India
Hyundai,Manual,20.36,2008,Petrol,2240,India
Hyundai,Manual,18.27,2019,Petrol,13790,India
Maruti,Manual,23.4,2014,Diesel,7000,India
Tata,Manual,23.84,2017,Petrol,4690,India
Maruti,Manual,19.7,2005,Petrol,119000,India
Honda,Manual,21.9,2016,Diesel,13300,India
Honda,Automatic,17.1,2018,Petrol,10360,India
Tata,Manual,17,2010,Diesel,2800,India
Maruti,Manual,22,2013,Petrol,5250,India
Maruti,Manual,24.3,2018,Diesel,11340,India
Volkswagen,Manual,16.47,2010,Petrol,2422,India
Maruti,Manual,24.3,2017,Diesel,9800,India
Mahindra,Manual,25.32,2016,Diesel,4340,India
Mahindra,Manual,15.4,2017,Diesel,11900,India
Hyundai,Manual,22.54,2013,Diesel,3990,India
Maruti,Manual,23.4,2014,Diesel,6300,India
Hyundai,Manual,19.67,2017,Diesel,15400,India
Mahindra,Manual,14,2011,Diesel,4900,India
Mahindra,Manual,15.4,2017,Diesel,15120,India
Honda,Manual,26,2014,Diesel,7420,India
Maruti,Manual,28.4,2017,Diesel,9520,India
Mahindra,Manual,15.4,2017,Diesel,14350,India
Hyundai,Manual,18.6,2017,Petrol,9100,India
Hyundai,Manual,20.36,2012,Petrol,2716,India
Maruti,Automatic,21.4,2019,Petrol,9604,India
Maruti,Manual,22.74,2016,Petrol,2800,India
Maruti,Manual,19.1,2010,Petrol,3500,India
Maruti,Manual,24.3,2018,Diesel,10220,India
Hyundai,Manual,17.01,2016,Petrol,9100,India
Maruti,Manual,24.3,2017,Diesel,11060,India
Maruti,Manual,21.4,2017,Petrol,8680,India
Hyundai,Manual,17.01,2013,Petrol,7140,India
Hyundai,Manual,0,2005,Petrol,1610,India
Maruti,Manual,15.37,2013,Petrol,5250,India
Nissan,Manual,19.01,2015,Diesel,7350,India
Maruti,Automatic,21.21,2017,Petrol,8680,India
Tata,Manual,19.09,2014,Diesel,3780,India
Ford,Automatic,11.4,2011,Diesel,13300,India
Toyota,Manual,13.68,2017,Diesel,20300,India
Honda,Automatic,18,2016,Petrol,11830,India
Maruti,Manual,23.4,2014,Diesel,5460,India
Honda,Manual,18,2015,Petrol,5530,India
Hyundai,Manual,18.9,2018,Petrol,6300,India
Audi,Automatic,17.68,2013,Diesel,23800,India
Hyundai,Manual,18.9,2013,Petrol,4550,India
Mahindra,Manual,25.32,2016,Diesel,4900,India
Mahindra,Manual,15.1,2013,Diesel,9100,India
Mercedes-Benz,Manual,12.3,2012,Petrol,17500,India
Maruti,Manual,19,2013,Petrol,3080,India
Mahindra,Manual,17.21,2015,Diesel,4900,India
Maruti,Manual,28.4,2017,Diesel,10500,India
Honda,Manual,17,2010,Petrol,4186,India
Hyundai,Manual,24.4,2016,Diesel,5292,India
Land,Automatic,12.19,2018,Petrol,98000,India
Mini,Automatic,17.33,2012,Petrol,18550,India
Maruti,Manual,20.77,2014,Diesel,7336,India
Ford,Manual,20,2012,Diesel,2366,India
Maruti,Manual,20.77,2014,Diesel,7000,India
Audi,Automatic,12.07,2012,Diesel,28000,India
Maruti,Manual,23.4,2013,Diesel,5320,India
Maruti,Automatic,20.51,2018,Petrol,5600,India
Hyundai,Automatic,20.3,2020,Petrol,7910,India
Maruti,Manual,20.51,2015,Petrol,4690,India
Mahindra,Manual,12.05,2010,Diesel,4200,India
Chevrolet,Manual,25.44,2012,Diesel,2800,India
Mahindra,Manual,15.4,2015,Diesel,14714,India
Hyundai,Manual,24,2017,Diesel,7140,India
Renault,Automatic,24.04,2018,Petrol,5180,India
Maruti,Manual,18.9,2006,Petrol,2800,India
Maruti,Manual,27.39,2018,Diesel,8750,India
Mahindra,Manual,16.36,2018,Diesel,18060,India
Hyundai,Manual,15.8,2017,Petrol,12460,India
Hyundai,Manual,22.32,2012,Diesel,5880,India
Maruti,Manual,20.4,2017,Petrol,7000,India
Nissan,Manual,20.45,2017,Diesel,10500,India
Hyundai,Manual,18.9,2018,Petrol,8400,India
Maruti,Manual,27.39,2017,Diesel,8260,India
Hyundai,Manual,20.36,2011,Petrol,2660,India
Datsun,Manual,19.44,2017,Petrol,7000,India
Maruti,Manual,23.1,2017,Petrol,6300,India
Mahindra,Manual,17.45,2016,Diesel,7700,India
Chevrolet,Manual,18.6,2011,Petrol,2380,India
Mahindra,Manual,15.1,2015,Diesel,9100,India
BMW,Automatic,11.29,2020,Petrol,115500,India
Maruti,Manual,20.52,2020,Petrol,7000,India
Hyundai,Automatic,16.9,2015,Petrol,7000,India
Maruti,Manual,19.7,2009,Petrol,1960,India
Honda,Manual,18.0 km/kg,2013,CNG,4886,India
Maruti,Manual,20.51,2014,Petrol,4550,India
Honda,Manual,17.8,2014,Petrol,6090,India
Maruti,Manual,31.79 km/kg,2018,CNG,6370,India
Land,Automatic,9.17,2018,Petrol,86800,India
Honda,Manual,17.8,2017,Petrol,10570,India
Renault,Automatic,13.73,2013,Diesel,9100,India
Audi,Automatic,16.6,2018,Petrol,56000,India
Honda,Manual,19.4,2013,Petrol,3500,India
Maruti,Manual,23.95,2014,Petrol,3430,India
Kia,Manual,20.8,2019,Diesel,18900,India
Tata,Manual,19.09,2013,Diesel,3010,India
Tata,Manual,19.09,2016,Diesel,5600,India
Renault,Automatic,24.04,2018,Petrol,4340,India
Toyota,Automatic,0,2012,Petrol,17290,India
Renault,Manual,20.37,2018,Diesel,17710,India
BMW,Automatic,14.28,2018,Petrol,77000,India
Toyota,Automatic,9,2016,Petrol,128800,India
Maruti,Manual,19.3,2018,Diesel,9450,India
Maruti,Manual,20.52,2019,Petrol,7000,India
Hyundai,Manual,20.36,2010,Petrol,4200,India
Mahindra,Automatic,15.4,2016,Diesel,20300,India
Mahindra,Manual,12.05,2013,Diesel,7420,India
Ford,Manual,22.7,2014,Diesel,8050,India
Hyundai,Manual,17.0 km/kg,2012,CNG,3360,India
Hyundai,Manual,18.6,2017,Petrol,7700,India
Maruti,Manual,26.21,2014,Diesel,7000,India
Maruti,Manual,21.01,2020,Petrol,9002,India
Ford,Manual,18.1,2019,Petrol,14000,India
Hyundai,Manual,25.4,2018,Diesel,8554,India
Toyota,Manual,23.59,2014,Diesel,4340,India
Hyundai,Manual,18.9,2016,Petrol,7700,India
Renault,Manual,21.64,2015,Diesel,4900,India
Volkswagen,Manual,20.54,2011,Diesel,4200,India
Tata,Manual,20.3,2018,Petrol,6580,India
Honda,Manual,26,2014,Diesel,7350,India
Datsun,Manual,19.44,2017,Petrol,6566,India
Maruti,Manual,20.92,2012,Petrol,2940,India
Maruti,Manual,22.74,2013,Petrol,2800,India
Renault,Manual,23.01,2019,Petrol,5600,India
Jaguar,Automatic,16.36,2013,Diesel,30100,India
Maruti,Manual,23.1,2016,Petrol,4760,India
Maruti,Manual,19.7,2005,Petrol,133000,India
Audi,Automatic,15.73,2015,Diesel,28700,India
Maruti,Manual,22.9,2012,Diesel,5334,India
Mercedes-Benz,Automatic,14.94,2011,Diesel,10850,India
Maruti,Manual,28.4,2017,Diesel,9800,India
Maruti,Manual,28.09,2017,Diesel,9450,India
Honda,Automatic,18,2015,Petrol,9380,India
Mahindra,Manual,16,2018,Diesel,14700,India
Renault,Manual,21.64,2014,Diesel,4410,India
BMW,Automatic,13.38,2019,Diesel,110600,India
Honda,Manual,17,2011,Petrol,5040,India
Ford,Manual,25.83,2017,Diesel,5600,India
Hyundai,Manual,22.32,2014,Diesel,6580,India
Maruti,Manual,24.7,2018,Petrol,4256,India
Tata,Manual,22.95,2018,Diesel,7350,India
Honda,Manual,26,2014,Diesel,6860,India
Mahindra,Manual,15.4,2016,Diesel,12096,India
Mahindra,Manual,16,2013,Diesel,6720,India
Hyundai,Manual,19.1,2016,Petrol,4900,India
Maruti,Automatic,20.52,2019,Petrol,8050,India
Mercedes-Benz,Automatic,17.9,2018,Diesel,39900,India
Maruti,Automatic,21.4,2019,Petrol,9604,India
Hyundai,Manual,0,2002,Petrol,77000,India
Maruti,Manual,15,2007,Petrol,4200,India
Daewoo,Manual,18.5,2000,Petrol,1442,India
Toyota,Manual,12.99,2015,Diesel,10920,India
Audi,Automatic,17.68,2018,Diesel,48860,India
Bentley,Automatic,10.1,2012,Petrol,3290,India
MG,Manual,17.41,2019,Diesel,23786,India
Honda,Manual,18.5,2016,Petrol,3850,India
Maruti,Manual,28.4,2019,Diesel,11200,India
Maruti,Automatic,21.4,2018,Petrol,9520,India
Toyota,Manual,11.5,2010,Diesel,16800,India
Toyota,Manual,12.99,2012,Diesel,7350,India
Ford,Manual,17,2019,Petrol,13370,India
Hyundai,Manual,21.9,2012,Diesel,4900,India
Maruti,Manual,17.03,2020,Petrol,11200,India
Maruti,Manual,19.7,2005,Petrol,105000,India
Mahindra,Manual,16,2015,Diesel,11550,India
Mahindra,Manual,17.3,2019,Diesel,20664,India
Honda,Automatic,18.2,2018,Petrol,9380,India
Maruti,Manual,19.7,2012,Petrol,2520,India
Renault,Manual,16.95,2014,Petrol,4900,India
Hyundai,Manual,18.9,2017,Petrol,6860,India
Maruti,Manual,21.4,2017,Petrol,7700,India
Hyundai,Manual,20.36,2014,Petrol,4900,India
,,,,,0,India
Toyota,Manual,14.53,2009,Petrol,3430,India
Toyota,Manual,13.68,2019,Diesel,21000,India
Hyundai,Manual,21.1,2013,Petrol,3500,India
Ford,Manual,20,2012,Diesel,2660,India
Volkswagen,Manual,17,2017,Petrol,5600,India
Renault,Manual,20.45,2014,Diesel,6440,India
Maruti,Automatic,21.21,2019,Petrol,9100,India
Maruti,Manual,28.09,2016,Diesel,9800,India
Chevrolet,Manual,16.2,2013,Petrol,1680,India
Mercedes-Benz,Automatic,17.9,2016,Diesel,53900,India
Maruti,Manual,20.4,2017,Petrol,6370,India
Hyundai,Manual,0,2013,Petrol,3290,India
Tata,Manual,19.09,2012,Diesel,2240,India
Maruti,Manual,22,2014,Petrol,5110,India
Toyota,Manual,23.59,2016,Diesel,7770,India
Maruti,Manual,19.1,2014,Petrol,6580,India
Maruti,Manual,21.1,2013,Diesel,4550,India
Toyota,Automatic,12.9,2018,Diesel,41300,India
Nissan,Manual,20.45,2015,Diesel,11200,India
Maruti,Manual,22.9,2012,Diesel,5600,India
Renault,Manual,19.87,2015,Diesel,7700,India
Honda,Automatic,13.9,2019,Petrol,21266,India
Maruti,Automatic,28.4,2018,Diesel,10360,India
Tata,Manual,19.1,2013,Diesel,1750,India
Honda,Manual,19.4,2011,Petrol,3794,India
Maruti,Automatic,10,2011,Petrol,5950,India
Mahindra,Manual,23.5,2018,Diesel,6650,India
Honda,Manual,25.8,2013,Diesel,4550,India
Hyundai,Automatic,20.7,2020,Petrol,8400,India
Honda,Manual,25.8,2013,Diesel,4200,India
Hyundai,Manual,20.36,2010,Petrol,4200,India
Maruti,Manual,26.6 km/kg,2016,CNG,4830,India
Mahindra,Manual,15.4,2018,Diesel,12600,India
Mahindra,Manual,16,2016,Diesel,14350,India
Isuzu,Manual,12.4,2017,Diesel,20300,India
Maruti,Manual,20.4,2015,Petrol,5600,India
Honda,Manual,25.8,2014,Diesel,5138,India
Hyundai,Automatic,18.9,2019,Petrol,7490,India
Maruti,Manual,19.34,2019,Petrol,11270,India
MG,Manual,15.81,2020,Petrol,20832,India
