Manufacturer_name,gear,odometer,year,fuel,Price,Country
Hyundai,Manual,19.67,2016,Diesel,10780,India
Hyundai,Manual,0,2008,Petrol,126000,India
Maruti,Manual,19.3,2015,Diesel,6650,India
Maruti,Manual,22.9,2013,Diesel,4942,India
Toyota,Manual,16.78,2011,Petrol,3808,India
Mercedes-Benz,Automatic,11.9,2019,Petrol,52850,India
Toyota,Automatic,11.36,2016,Diesel,23520,India
Ford,Manual,25.83,2015,Diesel,5530,India
Maruti,Manual,21.56,2018,Petrol,9800,India
Honda,Manual,18.5,2015,Petrol,5460,India
Honda,Manual,25.8,2018,Diesel,10150,India
Lexus,Automatic,18.8,2017,Petrol,86800,India
Maruti,Manual,21.79,2015,Petrol,4340,India
Hyundai,Manual,21.1,2013,Petrol,2100,India
Honda,Manual,26,2014,Diesel,7700,India
Toyota,Manual,12.8,2015,Diesel,12530,India
Hyundai,Manual,21.1,2012,Petrol,3150,India
Honda,Manual,17.5,2017,Petrol,10640,India
Honda,Automatic,16.8,2012,Petrol,6160,India
Maruti,Manual,27.39,2018,Diesel,8386,India
Honda,Manual,17.4,2015,Petrol,8680,India
Mercedes-Benz,Automatic,7.81,2018,Petrol,1820,India
Hyundai,Manual,19.67,2015,Diesel,11200,India
Maruti,Manual,21.01,2017,Petrol,8750,India
Honda,Manual,26,2015,Diesel,7560,India
Mercedes-Benz,Automatic,14.84,2014,Diesel,18130,India
Maruti,Manual,20.73,2016,Petrol,8442,India
Hyundai,Manual,18.27,2020,Petrol,15050,India
Hyundai,Manual,17.01,2016,Petrol,8750,India
Toyota,Manual,21.43,2012,Diesel,7350,India
Honda,Manual,12.8,2012,Petrol,9380,India
Maruti,Automatic,22,2017,Petrol,8540,India
Nissan,Manual,19.01,2014,Diesel,5586,India
Renault,Manual,13.87,2018,Petrol,10920,India
Maruti,Manual,25.2,2014,Diesel,4340,India
Audi,Automatic,13.22,2015,Diesel,31500,India
Chevrolet,Manual,25.44,2013,Diesel,2520,India
Maruti,Manual,21.21,2017,Petrol,8386,India
Mini,Automatic,13.79,2017,Petrol,46200,India
Toyota,Manual,13.68,2017,Diesel,22834,India
Hyundai,Manual,19.67,2015,Diesel,12460,India
Honda,Manual,25.8,2014,Diesel,4900,India
Skoda,Manual,21.14,2015,Diesel,7210,India
Maruti,Manual,21.01,2016,Petrol,9100,India
Mahindra,Automatic,16,2017,Diesel,16450,India
Maruti,Manual,22,2010,Petrol,3430,India
Ford,Manual,22.77,2016,Diesel,7350,India
Mahindra,Manual,16,2013,Diesel,9100,India
Maruti,Manual,18.9,2013,Petrol,3990,India
Honda,Automatic,15.6,2010,Petrol,4900,India
Maruti,Manual,22.9,2013,Diesel,4620,India
Maruti,Automatic,17.99,2019,Petrol,16450,India
Ford,Manual,21.7,2015,Diesel,7840,India
Maruti,Manual,26.6 km/kg,2013,CNG,3780,India
Hyundai,Manual,18.9,2019,Petrol,7210,India
Honda,Manual,17.4,2018,Petrol,12600,India
Nissan,Manual,19.49,2015,Petrol,4130,India
Volkswagen,Manual,16.2,2016,Petrol,6300,India
Hyundai,Manual,18.9,2016,Petrol,6300,India
BMW,Automatic,18.88,2012,Diesel,11830,India
Maruti,Manual,18.9,2007,Petrol,98000,India
Toyota,Manual,21.43,2016,Diesel,18340,India
Mahindra,Manual,18.49,2015,Diesel,7686,India
Maruti,Manual,20.89,2017,Petrol,7280,India
Honda,Manual,19.4,2013,Petrol,4172,India
Maruti,Manual,20.73,2015,Petrol,7910,India
Hyundai,Manual,17.01,2012,Petrol,5880,India
Toyota,Automatic,12.55,2014,Diesel,23660,India
Honda,Manual,17.5,2017,Petrol,10710,India
Hyundai,Manual,20.36,2012,Petrol,3360,India
Maruti,Manual,16.1,2008,Petrol,2380,India
Audi,Automatic,12.28,2018,Petrol,80850,India
Maruti,Manual,20.73,2015,Petrol,8190,India
Mahindra,Manual,17.21,2012,Diesel,6860,India
Volkswagen,Manual,22.07,2012,Diesel,2940,India
Maruti,Automatic,28.4,2017,Diesel,9450,India
Honda,Automatic,18.3,2019,Petrol,9450,India
Maruti,Manual,26.21,2014,Diesel,6930,India
Skoda,Manual,15,2013,Petrol,4550,India
Maruti,Manual,28.09,2015,Diesel,7140,India
Toyota,Manual,12.99,2015,Diesel,12110,India
Mercedes-Benz,Automatic,10,2018,Diesel,62300,India
Mahindra,Manual,17.3,2019,Diesel,11200,India
Ford,Manual,25.83,2018,Diesel,8260,India
Maruti,Manual,21.21,2017,Petrol,9450,India
BMW,Automatic,16.09,2012,Diesel,17850,India
Maruti,Manual,15.5,2010,Petrol,3500,India
Toyota,Manual,23.59,2012,Diesel,4676,India
Hyundai,Manual,17,2016,Petrol,7630,India
Maruti,Manual,23.1,2015,Petrol,5390,India
Honda,Manual,14.8,2010,Petrol,4340,India
Maruti,Manual,15.37,2019,Petrol,5460,India
Hyundai,Manual,0,2010,Petrol,1960,India
Hyundai,Manual,23,2014,Diesel,5110,India
BMW,Automatic,18.88,2014,Diesel,19600,India
BMW,Automatic,16.07,2011,Diesel,8540,India
Honda,Automatic,19,2016,Petrol,8820,India
Maruti,Manual,23.65,2017,Diesel,11410,India
Toyota,Manual,12.99,2015,Diesel,13860,India
Honda,Automatic,18,2016,Petrol,10500,India
Maruti,Manual,21.21,2016,Petrol,6300,India
Honda,Manual,17.8,2017,Petrol,11060,India
Mahindra,Manual,16,2016,Diesel,10990,India
Maruti,Manual,24.3,2016,Diesel,9660,India
Honda,Automatic,14.4,2016,Petrol,20300,India
Skoda,Automatic,20,2012,Diesel,6300,India
Maruti,Manual,18.9,2012,Petrol,3290,India
Hyundai,Manual,21.9,2015,Diesel,4900,India
Mahindra,Manual,15.4,2016,Diesel,13650,India
Hyundai,Manual,20.36,2010,Petrol,2310,India
Maruti,Manual,19.7,2007,Petrol,112000,India
Nissan,Manual,21.64,2014,Diesel,4354,India
Mahindra,Manual,25.32,2016,Diesel,5600,India
Honda,Manual,25.8,2014,Diesel,5166,India
Renault,Manual,21.8,2012,Diesel,4550,India
MG,Manual,17.41,2020,Diesel,25130,India
Honda,Manual,26,2015,Diesel,8694,India
Maruti,Manual,17.5,2009,Petrol,2450,India
Audi,Automatic,17.11,2013,Diesel,18886,India
Hyundai,Manual,19.1,2016,Petrol,5040,India
Hyundai,Automatic,18.9,2019,Petrol,7980,India
Mahindra,Manual,16,2015,Diesel,12950,India
Honda,Manual,25.8,2014,Diesel,5250,India
Hyundai,Automatic,18.9,2018,Petrol,6706,India
Honda,Manual,19.4,2012,Petrol,3430,India
Mahindra,Manual,16,2017,Diesel,12950,India
Renault,Manual,23.01,2016,Petrol,3150,India
,,,,,0,India
Ford,Manual,20,2013,Diesel,3500,India
Hyundai,Manual,18.6,2018,Petrol,7700,India
Hyundai,Manual,18.9,2018,Petrol,7280,India
Hyundai,Manual,18.6,2016,Petrol,7686,India
Mercedes-Benz,Automatic,0,2015,Diesel,20860,India
BMW,Automatic,21.76,2016,Diesel,35350,India
Honda,Manual,19.4,2013,Petrol,4550,India
BMW,Automatic,20.68,2019,Diesel,44800,India
Toyota,Manual,21.43,2012,Diesel,6860,India
,,,,,0,India
Toyota,Automatic,11.5,2013,Diesel,18200,India
Mahindra,Manual,16.55,2018,Diesel,11690,India
Maruti,Manual,19.01,2017,Petrol,10150,India
Audi,Automatic,15.73,2015,Diesel,21000,India
Mahindra,Manual,12.05,2011,Diesel,6286,India
Maruti,Manual,19,2007,Petrol,123200,India
Hyundai,Automatic,19.08,2015,Diesel,9310,India
Honda,Manual,18,2016,Petrol,7000,India
Mercedes-Benz,Automatic,13,2014,Diesel,22050,India
Maruti,Manual,19,2014,Petrol,4340,India
Maruti,Manual,18.5,2012,Petrol,3710,India
Volkswagen,Manual,18.78,2015,Petrol,5460,India
Maruti,Automatic,21.21,2018,Petrol,8750,India
Hyundai,Manual,22.32,2014,Diesel,9100,India
Maruti,Manual,25.2,2016,Diesel,5740,India
Maruti,Manual,21.21,2015,Petrol,6440,India
Honda,Manual,17.7,2007,Petrol,2310,India
Ford,Automatic,14.7,2015,Petrol,9100,India
Datsun,Manual,19.02,2015,Petrol,3500,India
Maruti,Manual,26.6 km/kg,2016,CNG,4760,India
Chevrolet,Manual,16.52,2008,Diesel,2730,India
Honda,Manual,17.4,2019,Petrol,15260,India
Mahindra,Manual,16.55,2015,Diesel,10500,India
BMW,Automatic,18.48,2012,Diesel,18900,India
Toyota,Automatic,12.55,2014,Diesel,23520,India
Maruti,Manual,19.1,2014,Petrol,5880,India
Hyundai,Manual,22.54,2015,Diesel,6790,India
Maruti,Manual,28.09,2017,Diesel,9800,India
Maruti,Automatic,21.21,2018,Petrol,10430,India
Honda,Manual,16.8,2011,Petrol,4900,India
Honda,Automatic,21,2019,Diesel,11200,India
Honda,Manual,14.8,2011,Petrol,5600,India
Maruti,Manual,22.9,2013,Diesel,4900,India
Maruti,Manual,23.2,2014,Diesel,4214,India
Maruti,Manual,16.02,2012,Petrol,5950,India
Volkswagen,Manual,16.2,2015,Petrol,6510,India
Honda,Manual,17.8,2016,Petrol,9240,India
Maruti,Manual,32.52 km/kg,2014,CNG,3430,India
Maruti,Manual,17.5,2009,Petrol,2940,India
Honda,Manual,26,2015,Diesel,8050,India
Hyundai,Manual,18.9,2017,Petrol,6300,India
Mahindra,Manual,15.4,2016,Diesel,13440,India
Honda,Automatic,13.7,2015,Petrol,19250,India
Toyota,Manual,23.59,2015,Diesel,6160,India
Hyundai,Manual,19.67,2016,Diesel,11550,India
Maruti,Manual,21.4,2017,Petrol,7700,India
Renault,Manual,19.01,2013,Diesel,5810,India
Jaguar,Automatic,16.36,2013,Diesel,24500,India
Honda,Manual,13,2006,Petrol,126000,India
Toyota,Automatic,10.75,2018,Petrol,25060,India
Maruti,Manual,19,2008,Petrol,1960,India
Mercedes-Benz,Automatic,15.26,2014,Diesel,34300,India
BMW,Automatic,12.05,2009,Petrol,7910,India
Maruti,Manual,22,2020,Petrol,8050,India
Toyota,Manual,14.53,2012,Petrol,6650,India
Honda,Manual,17,2011,Petrol,4886,India
Mahindra,Manual,16,2015,Diesel,11060,India
Ford,Manual,20,2013,Diesel,3430,India
Maruti,Manual,30.46 km/kg,2016,CNG,4130,India
Toyota,Manual,12.99,2012,Diesel,9100,India
Honda,Manual,16.7,2012,Petrol,4550,India
Honda,Manual,17,2011,Petrol,5040,India
Maruti,Manual,27.39,2018,Diesel,8610,India
Skoda,Manual,13.1,2014,Petrol,13300,India
Maruti,Manual,19.5,2010,Petrol,2310,India
Maruti,Manual,22,2016,Petrol,6930,India
Honda,Manual,17.8,2015,Petrol,8680,India
Hyundai,Manual,17.43,2018,Petrol,11550,India
Maruti,Manual,19.7,2010,Petrol,2380,India
Toyota,Manual,13.68,2017,Diesel,20300,India
Ford,Manual,15.85,2016,Petrol,8120,India
Mitsubishi,Automatic,11.3,2012,Petrol,10430,India
Maruti,Manual,26.21,2015,Diesel,7700,India
Toyota,Manual,14.28,2014,Petrol,12180,India
Toyota,Manual,17.6,2012,Petrol,4760,India
Hyundai,Manual,22.54,2018,Diesel,9240,India
Maruti,Manual,19.3,2012,Diesel,4942,India
Hyundai,Manual,17.92,2009,Petrol,1750,India
Maruti,Automatic,19.12,2018,Petrol,11354,India
Maruti,Manual,21.4,2018,Petrol,8400,India
Honda,Manual,17.3,2017,Petrol,7000,India
Hyundai,Automatic,18.9,2017,Petrol,6580,India
BMW,Automatic,22.69,2016,Diesel,29400,India
Toyota,Manual,23.59,2012,Diesel,3920,India
Maruti,Manual,28.09,2016,Diesel,8610,India
Hyundai,Manual,19.81,2013,Petrol,3220,India
Toyota,Manual,18.3,2012,Petrol,4130,India
Volvo,Automatic,16.8,2015,Diesel,20986,India
Maruti,Manual,21.79,2012,Petrol,4200,India
Toyota,Manual,13.68,2017,Diesel,23100,India
Maruti,Automatic,28.4,2017,Diesel,8400,India
Mercedes-Benz,Automatic,19.4,2016,Diesel,57400,India
BMW,Automatic,20.68,2017,Diesel,35000,India
Hyundai,Manual,18.6,2016,Petrol,7700,India
Hyundai,Manual,20.36,2012,Petrol,3360,India
Maruti,Manual,20.51,2016,Petrol,4830,India
DC,Manual,10,2008,Petrol,5600,India
Mercedes-Benz,Automatic,17.9,2016,Diesel,46900,India
Hyundai,Manual,24,2017,Diesel,6370,India
Maruti,Manual,21.01,2018,Petrol,8190,India
Hyundai,Automatic,18.9,2015,Petrol,7560,India
Toyota,Manual,23.59,2015,Diesel,6230,India
Honda,Manual,17.7,2008,Petrol,2800,India
Honda,Manual,18,2014,Petrol,5530,India
Honda,Manual,18.7,2017,Petrol,8260,India
Maruti,Manual,21.4,2018,Petrol,9520,India
Toyota,Manual,16.78,2016,Petrol,5250,India
Toyota,Manual,17.71,2016,Petrol,6090,India
Tata,Manual,24.7,2018,Diesel,9100,India
Maruti,Manual,21.1,2013,Petrol,4130,India
Hyundai,Manual,18.9,2014,Petrol,5250,India
Maruti,Manual,21.94 km/kg,2019,CNG,5740,India
Mercedes-Benz,Automatic,11.78,2014,Diesel,19950,India
Jeep,Automatic,16,2018,Petrol,20300,India
Hyundai,Manual,13,2016,Petrol,12460,India
Honda,Automatic,18.2,2017,Petrol,8750,India
Maruti,Automatic,28.4,2017,Diesel,9730,India
Porsche,Automatic,13.6,2017,Petrol,83650,India
Maruti,Manual,33.54 km/kg,2016,CNG,5110,India
Tata,Manual,14.1,2015,Diesel,9450,India
Hyundai,Manual,18.6,2018,Petrol,8330,India
Maruti,Manual,18.2,2009,Petrol,1680,India
Honda,Automatic,15.6,2012,Petrol,6650,India
Toyota,Automatic,19.16,2015,Petrol,23786,India
Mercedes-Benz,Manual,11.2,2010,Petrol,14700,India
Maruti,Automatic,22,2018,Petrol,9100,India
Maruti,Manual,20.92,2012,Petrol,3290,India
Mercedes-Benz,Automatic,17.9,2018,Diesel,39060,India
Hyundai,Automatic,22.32,2014,Diesel,7630,India
Hyundai,Manual,17.92,2009,Petrol,2310,India
Maruti,Manual,20.51,2015,Petrol,4480,India
Skoda,Automatic,21.66,2016,Diesel,8330,India
Hyundai,Manual,17.92,2009,Petrol,1778,India
Nissan,Manual,22.71,2014,Diesel,5320,India
Mahindra,Manual,15.4,2016,Diesel,11550,India
Hyundai,Manual,21.38,2018,Diesel,12110,India
Hyundai,Manual,19.81,2011,Petrol,2100,India
Maruti,Manual,23.1,2015,Petrol,5110,India
Toyota,Automatic,12.1,2014,Petrol,15386,India
Maruti,Manual,20.51,2014,Petrol,4200,India
Maruti,Manual,15.37,2019,Petrol,5810,India
Volkswagen,Manual,19.44,2018,Petrol,7350,India
Maruti,Manual,24.3,2017,Diesel,10920,India
Maruti,Manual,17.5,2015,Petrol,5950,India
Toyota,Automatic,19.16,2016,Petrol,27930,India
Maruti,Automatic,20.51,2015,Petrol,5950,India
Hyundai,Manual,18.9,2018,Petrol,6650,India
Mercedes-Benz,Automatic,15.04,2016,Petrol,27300,India
Maruti,Automatic,24.3,2018,Diesel,12530,India
MG,Automatic,13.96,2019,Petrol,26110,India
Hyundai,Manual,18.6,2017,Petrol,8260,India
Toyota,Manual,11.25,2016,Petrol,20650,India
BMW,Automatic,15.97,2016,Diesel,58800,India
Maruti,Manual,20.77,2012,Diesel,5530,India
Mercedes-Benz,Automatic,13.5,2014,Diesel,77000,India
Ford,Manual,15.6,2014,Petrol,2450,India
Honda,Manual,18,2015,Petrol,6216,India
Audi,Automatic,17.11,2013,Diesel,16940,India
Honda,Manual,17,2011,Petrol,4928,India
Hyundai,Manual,20.36,2009,Petrol,2520,India
Mercedes-Benz,Automatic,11,2017,Diesel,86786,India
Toyota,Automatic,11.36,2017,Diesel,20720,India
Honda,Manual,14.8,2010,Petrol,3990,India
Honda,Manual,14.8,2010,Petrol,5040,India
Volvo,Automatic,11.1,2014,Diesel,33600,India
Ford,Manual,20,2011,Diesel,2590,India
Honda,Manual,19.4,2012,Petrol,3710,India
Maruti,Manual,21.4,2017,Petrol,8918,India
Audi,Automatic,17.68,2012,Diesel,18550,India
Maruti,Manual,20.73,2017,Petrol,10500,India
Honda,Manual,26,2015,Diesel,7350,India
Chevrolet,Automatic,14.39,2013,Diesel,7700,India
Maruti,Manual,19.1,2016,Petrol,6650,India
Honda,Automatic,12,2016,Petrol,22050,India
Hyundai,Manual,17,2012,Petrol,4830,India
Ford,Automatic,12.62,2018,Diesel,37450,India
Renault,Manual,13.87,2018,Petrol,10990,India
Hyundai,Manual,13.2 km/kg,2013,CNG,2800,India
Maruti,Manual,18.9,2014,Petrol,3640,India
Mercedes-Benz,Automatic,0,2017,Diesel,51100,India
Toyota,Manual,21.43,2017,Diesel,16702,India
Audi,Automatic,15.17,2018,Diesel,34986,India
Maruti,Manual,33.54 km/kg,2018,CNG,5320,India
Maruti,Manual,18.9,2016,Petrol,5110,India
Maruti,Manual,17.3,2017,Petrol,5390,India
Maruti,Manual,21.63,2019,Petrol,5880,India
Honda,Manual,17,2008,Petrol,3850,India
Mahindra,Manual,15.4,2015,Diesel,9100,India
Maruti,Manual,22.9,2012,Diesel,3850,India
Honda,Manual,25.6,2017,Diesel,14714,India
Maruti,Manual,24.3,2018,Diesel,10920,India
Honda,Manual,26,2015,Diesel,7700,India
Ford,Manual,21.7,2015,Diesel,7448,India
Maruti,Manual,19.3,2012,Diesel,4550,India
Hyundai,Manual,25.4,2014,Diesel,5110,India
Hyundai,Manual,19.81,2010,Petrol,3360,India
Honda,Manual,26,2014,Diesel,7784,India
Toyota,Automatic,14.28,2015,Petrol,12460,India
Honda,Manual,26,2017,Diesel,11550,India
Volvo,Automatic,17.2,2019,Diesel,97650,India
Mercedes-Benz,Automatic,10.13,2010,Petrol,24500,India
Mahindra,Manual,16,2016,Diesel,13902,India
Tata,Manual,17,2019,Diesel,20650,India
Mini,Automatic,13.6,2012,Petrol,18060,India
BMW,Automatic,15.97,2015,Diesel,51800,India
Maruti,Automatic,23.1,2016,Petrol,6510,India
Volkswagen,Manual,20.34,2013,Diesel,4900,India
Tata,Manual,17.57,2014,Petrol,4550,India
Honda,Manual,18,2014,Petrol,5250,India
Volkswagen,Manual,20.54,2013,Diesel,4536,India
Hyundai,Manual,22.1,2017,Diesel,11550,India
Maruti,Manual,16.1,2010,Petrol,3360,India
Mahindra,Manual,15.4,2017,Diesel,17486,India
Honda,Automatic,12,2017,Petrol,24500,India
Toyota,Automatic,12.9,2019,Diesel,46200,India
Honda,Manual,17.8,2017,Petrol,11200,India
Ford,Manual,21.7,2016,Diesel,9450,India
Ford,Manual,15.8,2014,Petrol,7140,India
Renault,Manual,19.01,2013,Diesel,5950,India
Hyundai,Manual,18.6,2016,Petrol,7700,India
Maruti,Manual,18.9,2016,Petrol,4186,India
Audi,Automatic,19.2,2017,Diesel,51520,India
Hyundai,Manual,19.67,2016,Diesel,10640,India
Volkswagen,Manual,22.07,2013,Diesel,4186,India
Maruti,Automatic,10,2011,Petrol,5950,India
Maruti,Manual,16.02,2015,Petrol,7700,India
Maruti,Manual,26.21,2017,Diesel,9100,India
Maruti,Manual,28.09,2017,Diesel,10290,India
Maruti,Manual,20.4,2016,Petrol,6090,India
Fiat,Manual,15.7,2010,Petrol,2786,India
Hyundai,Automatic,22.32,2013,Diesel,6650,India
Maruti,Automatic,21.4,2016,Petrol,7910,India
Honda,Manual,19.4,2013,Petrol,4130,India
Honda,Automatic,15.5,2013,Petrol,5950,India
Hyundai,Automatic,17.01,2015,Diesel,11662,India
Maruti,Manual,14,2012,Petrol,3304,India
Toyota,Manual,12.99,2012,Diesel,7700,India
Tata,Manual,17.6,2017,Diesel,13300,India
Toyota,Manual,13.68,2018,Diesel,22400,India
Maruti,Manual,21.21,2014,Petrol,5460,India
Maruti,Manual,22,2018,Petrol,7980,India
Maruti,Manual,22.74,2018,Petrol,4480,India
Toyota,Manual,17.71,2014,Petrol,5600,India
Honda,Manual,17.4,2019,Petrol,12950,India
Maruti,Manual,28.09,2016,Diesel,9100,India
Maruti,Manual,23.95,2013,Petrol,3486,India
BMW,Automatic,22.48,2014,Diesel,26950,India
Tata,Manual,18.8,2011,Diesel,2590,India
Honda,Manual,17.8,2016,Petrol,6300,India
Maruti,Manual,30.46 km/kg,2015,CNG,3024,India
Volkswagen,Manual,22.27,2013,Diesel,5586,India
Mahindra,Manual,16.55,2016,Diesel,12600,India
Mercedes-Benz,Automatic,15,2015,Diesel,20650,India
Honda,Manual,17.5,2018,Petrol,7672,India
Renault,Manual,25.17,2016,Petrol,3920,India
Mini,Automatic,20.7,2015,Diesel,36050,India
Toyota,Manual,13.68,2017,Diesel,20300,India
Maruti,Manual,25.2,2016,Diesel,6300,India
Mahindra,Automatic,16,2016,Diesel,13650,India
Fiat,Manual,21.2,2014,Diesel,4200,India
Hyundai,Manual,18.6,2015,Petrol,7056,India
Volkswagen,Automatic,17.21,2018,Petrol,12250,India
Honda,Manual,26,2016,Diesel,9800,India
Hyundai,Manual,17.92,2012,Petrol,2800,India
Mahindra,Manual,15.96,2014,Diesel,7000,India
Hyundai,Manual,17.1,2012,Petrol,6160,India
Volkswagen,Manual,20.14,2015,Diesel,5950,India
Volkswagen,Manual,20.14,2014,Diesel,5950,India
Honda,Manual,16.8,2012,Petrol,5460,India
Toyota,Manual,14.53,2008,Petrol,3430,India
Mahindra,Manual,15.4,2013,Diesel,7700,India
Maruti,Automatic,19.56,2018,Petrol,10220,India
Toyota,Automatic,12.9,2019,Diesel,44800,India
Hyundai,Manual,18.6,2018,Petrol,5180,India
Volkswagen,Manual,22.07,2013,Diesel,3276,India
Hyundai,Manual,20.36,2013,Petrol,3150,India
Bentley,Automatic,6,2012,Petrol,72800,India
Audi,Automatic,17.32,2013,Diesel,19936,India
Land,Automatic,12.51,2018,Diesel,57400,India
Maruti,Manual,23.2,2014,Diesel,4900,India
Mahindra,Manual,16,2016,Diesel,15386,India
Hyundai,Manual,0,2007,Petrol,126000,India
Volvo,Automatic,16.8,2015,Diesel,20720,India
Tata,Manual,21.12,2013,Diesel,2590,India
Toyota,Automatic,14.28,2017,Petrol,20300,India
Mercedes-Benz,Automatic,19.27,2014,Diesel,19110,India
Tata,Automatic,21.58,2016,Diesel,7000,India
Hyundai,Manual,19.81,2015,Petrol,4270,India
Hyundai,Manual,24,2016,Diesel,5950,India
Mercedes-Benz,Automatic,0,2011,Diesel,16814,India
Mahindra,Manual,16,2015,Diesel,13370,India
Mahindra,Automatic,15.1,2018,Diesel,20930,India
Maruti,Manual,20.88 km/kg,2015,CNG,3430,India
Skoda,Automatic,13.7,2009,Petrol,5544,India
Maruti,Manual,21.5,2019,Petrol,6860,India
Honda,Manual,26,2015,Diesel,7700,India
Maruti,Manual,19.3,2012,Diesel,4200,India
Maruti,Manual,16.6,2011,Petrol,3360,India
Maruti,Manual,17.5,2010,Petrol,3640,India
Maruti,Manual,17.5,2012,Petrol,4690,India
Volvo,Automatic,13.2,2014,Diesel,20986,India
Hyundai,Manual,18.6,2017,Petrol,7490,India
Maruti,Automatic,23.1,2018,Petrol,7350,India
Maruti,Manual,22.9,2013,Diesel,4550,India
Hyundai,Automatic,18.15,2019,Petrol,15330,India
Maruti,Manual,21.21,2015,Petrol,5460,India
Maruti,Automatic,22,2018,Petrol,9100,India
Toyota,Manual,17.71,2016,Petrol,6930,India
Hyundai,Manual,22.54,2014,Diesel,7350,India
Maruti,Manual,22.9,2013,Diesel,3990,India
Maruti,Manual,22.74,2015,Petrol,3430,India
Hyundai,Manual,18,2020,Petrol,16030,India
Hyundai,Manual,20.14,2018,Petrol,6720,India
Hyundai,Manual,17.1,2013,Petrol,6650,India
Ford,Manual,22.77,2015,Diesel,7350,India
Maruti,Manual,17.5,2010,Petrol,4200,India
Maruti,Manual,20.51,2009,Petrol,1806,India
Jaguar,Automatic,16.36,2013,Diesel,23800,India
Renault,Manual,19.01,2015,Diesel,9100,India
Mahindra,Manual,15.1,2014,Diesel,8260,India
Maruti,Manual,21.79,2008,Petrol,1806,India
Maruti,Manual,20.85,2015,Petrol,5950,India
Mahindra,Automatic,16,2017,Diesel,16800,India
Skoda,Manual,21.14,2014,Diesel,7140,India
Skoda,Automatic,17.2,2012,Diesel,7350,India
Tata,Manual,21.5,2019,Diesel,9450,India
Toyota,Manual,13.68,2017,Diesel,20790,India
Maruti,Manual,19.1,2014,Petrol,5390,India
Honda,Manual,17.8,2016,Petrol,9590,India
Maruti,Manual,22.74,2015,Petrol,3570,India
Mercedes-Benz,Automatic,10,2012,Diesel,12530,India
Toyota,Automatic,19.56,2020,Petrol,12250,India
Honda,Manual,18.7,2015,Petrol,6930,India
Hyundai,Manual,19.1,2016,Petrol,7210,India
Maruti,Manual,20.73,2019,Petrol,11872,India
Maruti,Manual,22,2016,Petrol,7350,India
Maruti,Manual,22.74,2013,Petrol,2198,India
Renault,Manual,19.01,2013,Diesel,5810,India
Hyundai,Manual,18.27,2019,Petrol,13930,India
Mercedes-Benz,Automatic,10.13,2008,Petrol,13986,India
Mercedes-Benz,Automatic,12,2014,Diesel,40950,India
Mahindra,Manual,16.36,2018,Diesel,17990,India
Maruti,Manual,21.79,2012,Petrol,3486,India
Hyundai,Manual,20.36,2009,Petrol,2310,India
Mercedes-Benz,Automatic,14.74,2012,Petrol,17500,India
Toyota,Automatic,11.36,2017,Diesel,20300,India
Audi,Automatic,18.25,2016,Diesel,25900,India
Renault,Manual,20,2019,Petrol,8050,India
Maruti,Manual,19.3,2011,Diesel,3850,India
BMW,Automatic,17.05,2015,Diesel,24500,India
Hyundai,Manual,18.9,2017,Petrol,6370,India
Maruti,Manual,20.92,2012,Petrol,2926,India
Mercedes-Benz,Automatic,15.26,2014,Diesel,30800,India
Nissan,Manual,21.64,2012,Diesel,5040,India
Honda,Manual,18,2015,Petrol,5950,India
Maruti,Manual,24.3,2019,Diesel,12600,India
Maruti,Manual,18.9,2012,Petrol,3850,India
Honda,Manual,24.2,2014,Diesel,6160,India
Volkswagen,Manual,16.47,2011,Petrol,3990,India
Maruti,Manual,21.01,2019,Petrol,8400,India
Toyota,Manual,21.01,2019,Petrol,11508,India
Renault,Manual,20.45,2014,Diesel,7000,India
Ford,Manual,20,2015,Diesel,4522,India
Hyundai,Manual,19.81,2012,Petrol,4060,India
Maruti,Manual,21.4,2018,Petrol,9450,India
Ford,Manual,23,2017,Diesel,11200,India
Ford,Manual,15.9,2017,Petrol,8750,India
Maruti,Manual,20.73,2016,Petrol,9030,India
Hyundai,Manual,20.36,2010,Petrol,2380,India
Maruti,Manual,17.5,2014,Petrol,6720,India
Skoda,Manual,20.5,2015,Diesel,6860,India
Audi,Automatic,17.11,2013,Diesel,17514,India
Maruti,Manual,20.88 km/kg,2017,CNG,4830,India
Honda,Manual,13.5,2008,Petrol,2730,India
Mahindra,Manual,16,2015,Diesel,12250,India
Maruti,Manual,26.08 km/kg,2015,CNG,9100,India
Maruti,Manual,21.79,2018,Petrol,5810,India
Hyundai,Manual,30.48 km/kg,2018,CNG,6720,India
Maruti,Manual,19,2018,Petrol,7000,India
Jeep,Automatic,16,2017,Petrol,21630,India
Toyota,Manual,17.6,2012,Petrol,3430,India
Hyundai,Manual,18.9,2015,Petrol,5390,India
Hyundai,Automatic,13.01,2015,Diesel,19600,India
Skoda,Manual,15,2012,Petrol,4130,India
Maruti,Manual,16.02,2016,Petrol,8610,India
Hyundai,Manual,17.92,2008,Petrol,126000,India
Mahindra,Manual,16.55,2014,Diesel,9940,India
Datsun,Manual,22.7,2017,Petrol,3430,India
Maruti,Manual,21.21,2014,Petrol,5110,India
Tata,Manual,11.57,2008,Diesel,3500,India
Datsun,Manual,22.7,2018,Petrol,4130,India
Chevrolet,Automatic,14.39,2013,Diesel,8260,India
Toyota,Manual,13.68,2017,Diesel,20300,India
Maruti,Manual,22.9,2013,Diesel,4900,India
