price,year,manufacturer_name,fuel,odometer,gear,country
32995,2020,mercedes-benz,gas,14061.0,automatic,US
15000,2014,ram,gas,93000.0,automatic,US
9000,2012,bmw,gas,141465.0,automatic,US
2450,1992,mercedes-benz,gas,188435.0,automatic,US
900,2002,subaru,gas,227000.0,manual,US
3200,2001,jeep,gas,226600.0,automatic,US
11000,2016,subaru,gas,122000.0,manual,US
21995,2009,mercedes-benz,gas,109506.0,automatic,US
14995,2002,chevrolet,gas,145782.0,automatic,US
4999,2008,subaru,gas,132000.0,manual,US
31995,2016,ram,gas,45667.0,automatic,US
15995,2009,nissan,gas,80652.0,automatic,US
19995,2011,ram,gas,133320.0,automatic,US
21995,2012,chevrolet,gas,142091.0,automatic,US
2700,2008,ford,gas,170000.0,automatic,US
23995,2012,nissan,gas,110051.0,automatic,US
31995,2017,ram,gas,65783.0,automatic,US
27995,2013,ford,gas,99986.0,automatic,US
26995,2014,ford,gas,96356.0,automatic,US
31995,2014,ram,gas,80910.0,automatic,US
19995,2014,ram,gas,104463.0,automatic,US
19995,2013,ford,gas,110322.0,automatic,US
18995,2010,ford,gas,130730.0,automatic,US
24995,2016,ram,gas,48000.0,automatic,US
29995,2018,ram,gas,45266.0,automatic,US
32995,2016,ram,gas,53510.0,automatic,US
28450,2007,ram,diesel,154125.0,automatic,US
25000,2018,toyota,gas,37132.0,automatic,US
18500,2016,nissan,gas,20130.0,automatic,US
29955,2018,ram,gas,98617.0,automatic,US
18995,2017,kia,gas,66373.0,automatic,US
12295,2007,lexus,gas,137989.0,automatic,US
13995,2013,toyota,gas,139443.0,automatic,US
19995,2011,jeep,gas,76573.0,manual,US
25595,2017,ford,gas,80972.0,other,US
15995,2017,jeep,gas,65486.0,automatic,US
29995,2013,toyota,gas,83298.0,automatic,US
26595,2014,ford,gas,76516.0,automatic,US
24595,2017,ford,gas,91482.0,automatic,US
24595,2016,ford,gas,95228.0,automatic,US
9900,2013,dodge,gas,100094.0,automatic,US
18895,2015,ford,gas,86208.0,other,US
12500,2016,subaru,gas,68000.0,automatic,US
7950,2010,honda,gas,218000.0,automatic,US
31500,2015,bmw,gas,31211.0,automatic,US
4500,1995,lincoln,gas,122769.0,automatic,US
4499,2008,ford,gas,138000.0,automatic,US
7500,2002,gmc,gas,148000.0,manual,US
2800,2004,volvo,gas,145000.0,automatic,US
25000,2018,mini,gas,20600.0,automatic,US
8950,2008,nissan,gas,148000.0,automatic,US
8950,1997,jeep,gas,127000.0,manual,US
10950,2012,nissan,gas,68700.0,automatic,US
5950,2004,nissan,gas,166000.0,automatic,US
8950,2000,dodge,gas,125722.0,automatic,US
6950,2012,kia,gas,122000.0,manual,US
10950,2011,nissan,gas,168350.0,automatic,US
9950,2012,dodge,gas,103850.0,automatic,US
5950,2002,ford,gas,135200.0,automatic,US
10950,2013,ford,gas,94500.0,automatic,US
11950,2008,bmw,gas,72500.0,automatic,US
7950,2013,mazda,gas,110475.0,automatic,US
9950,2011,nissan,gas,134191.0,automatic,US
5950,2008,pontiac,gas,127600.0,automatic,US
7450,2013,kia,gas,102300.0,automatic,US
3950,2001,subaru,gas,179000.0,manual,US
9450,2015,volkswagen,diesel,125490.0,automatic,US
5950,2006,ford,gas,199000.0,automatic,US
5500,2003,ford,gas,161000.0,automatic,US
5950,2005,cadillac,gas,242000.0,automatic,US
2950,2001,subaru,gas,258000.0,automatic,US
4950,2004,jeep,gas,208000.0,automatic,US
4950,2001,lexus,gas,221000.0,automatic,US
6950,2006,infiniti,gas,173000.0,automatic,US
5950,2003,toyota,gas,202000.0,automatic,US
3950,1995,toyota,gas,210000.0,automatic,US
2850,2002,jeep,gas,176500.0,automatic,US
14500,2000,ford,diesel,209000.0,manual,US
17400,2013,jeep,gas,78000.0,automatic,US
9700,2013,honda,hybrid,76000.0,manual,US
9000,2005,lincoln,gas,45935.0,automatic,US
32000,2010,gmc,diesel,184000.0,automatic,US
10900,2013,volkswagen,gas,54600.0,automatic,US
6000,2002,subaru,gas,261000.0,manual,US
15000,1999,ford,diesel,268000.0,automatic,US
8500,2008,toyota,gas,134446.0,automatic,US
27000,2018,bmw,gas,22000.0,automatic,US
11199,2009,acura,gas,101186.0,automatic,US
10699,2006,chevrolet,gas,136722.0,automatic,US
7699,2007,honda,gas,171000.0,automatic,US
8399,2012,ford,gas,101000.0,automatic,US
5999,2007,honda,gas,159000.0,automatic,US
12999,2013,ford,gas,109597.0,automatic,US
9399,2013,ford,gas,144000.0,automatic,US
9099,2012,volkswagen,gas,81000.0,automatic,US
7399,2012,ford,gas,99000.0,automatic,US
8199,2013,nissan,gas,80000.0,automatic,US
12999,2015,nissan,gas,42000.0,automatic,US
9099,2015,chevrolet,gas,89000.0,automatic,US
6899,2009,toyota,gas,130000.0,automatic,US
8999,2015,ford,gas,92000.0,automatic,US
6799,2007,honda,gas,146000.0,automatic,US
9499,2014,volkswagen,gas,83000.0,automatic,US
8999,2008,honda,gas,66000.0,automatic,US
4299,2006,chrysler,gas,125000.0,automatic,US
11499,2015,nissan,gas,92000.0,automatic,US
9399,2011,chevrolet,gas,96000.0,automatic,US
7699,2004,lexus,gas,158000.0,automatic,US
6299,2010,chevrolet,gas,134000.0,automatic,US
10399,2015,chevrolet,gas,40000.0,manual,US
9999,2014,volkswagen,gas,82000.0,automatic,US
11399,2015,chevrolet,gas,98384.0,automatic,US
7999,2007,honda,gas,153515.0,automatic,US
7995,1999,lincoln,gas,152334.0,automatic,US
4950,2002,chevrolet,gas,273000.0,automatic,US
6950,2004,ford,gas,174000.0,automatic,US
5950,2005,cadillac,gas,242000.0,automatic,US
5950,2006,ford,gas,199000.0,automatic,US
5500,2003,ford,gas,161000.0,automatic,US
21995,2009,mercedes-benz,gas,109506.0,automatic,US
1950,2005,chevrolet,gas,162698.0,automatic,US
10500,2007,ford,gas,208688.0,automatic,US
3000,2005,toyota,gas,190000.0,automatic,US
14900,2009,gmc,gas,165838.0,automatic,US
3500,2010,chevrolet,gas,112000.0,automatic,US
6500,2005,audi,gas,160000.0,automatic,US
11000,2005,ford,gas,175450.0,automatic,US
7200,2006,mercedes-benz,diesel,195606.0,automatic,US
17800,2020,subaru,gas,44716.0,automatic,US
10950,2001,toyota,gas,238764.0,automatic,US
2850,2002,honda,gas,242785.0,automatic,US
32000,2008,ford,diesel,32000.0,automatic,US
7500,2011,toyota,gas,137000.0,automatic,US
3500,2001,dodge,gas,200000.0,automatic,US
13000,1993,jeep,gas,160000.0,automatic,US
11000,2015,subaru,gas,129700.0,automatic,US
11500,1996,lexus,gas,112544.0,automatic,US
4950,2002,chevrolet,gas,273000.0,automatic,US
5950,2005,cadillac,gas,242000.0,automatic,US
6950,2004,ford,gas,174000.0,automatic,US
1500,2011,chrysler,gas,135850.0,automatic,US
15000,2004,pontiac,gas,94000.0,automatic,US
18900,2012,toyota,gas,201545.0,automatic,US
2595,2003,ford,gas,149055.0,automatic,US
14900,2006,toyota,gas,275053.0,automatic,US
17995,2007,jeep,gas,118930.0,automatic,US
19995,2007,chevrolet,gas,80373.0,automatic,US
21995,2001,ford,gas,41432.0,automatic,US
13995,2004,honda,gas,116405.0,automatic,US
24995,2004,ram,diesel,178748.0,automatic,US
19995,2005,toyota,gas,137244.0,automatic,US
8450,2005,audi,gas,66783.0,automatic,US
13495,2008,audi,gas,78122.0,automatic,US
24995,2016,subaru,gas,51842.0,manual,US
7000,2013,subaru,gas,180879.0,automatic,US
8950,2006,toyota,gas,120000.0,automatic,US
14950,2015,ford,gas,149500.0,automatic,US
3450,2003,chevrolet,gas,260000.0,automatic,US
5950,2003,toyota,gas,202000.0,automatic,US
6950,2006,infiniti,gas,173000.0,automatic,US
4950,2001,lexus,gas,221000.0,automatic,US
3950,1995,toyota,gas,210000.0,automatic,US
5500,2004,honda,gas,204000.0,automatic,US
5950,2002,gmc,gas,238000.0,automatic,US
5950,2005,cadillac,gas,242000.0,automatic,US
4950,2002,chevrolet,gas,273000.0,automatic,US
3500,2000,nissan,gas,240000.0,automatic,US
4950,2004,jeep,gas,208000.0,automatic,US
5950,1999,jeep,gas,163000.0,automatic,US
4950,1995,jeep,gas,173000.0,automatic,US
3950,1994,jeep,gas,222000.0,automatic,US
2950,2001,subaru,gas,258000.0,automatic,US
10950,2012,nissan,gas,68700.0,automatic,US
5900,2006,nissan,gas,57000.0,automatic,US
11995,2018,subaru,gas,49500.0,automatic,US
23000,2017,subaru,gas,78900.0,automatic,US
5900,2001,ford,gas,234000.0,automatic,US
7000,2007,audi,gas,144533.0,automatic,US
14500,2000,ford,diesel,209000.0,manual,US
3900,2006,subaru,gas,214364.0,automatic,US
8500,2001,chevrolet,gas,62000.0,manual,US
2750,2004,jeep,gas,228000.0,automatic,US
6450,2007,honda,gas,159579.0,automatic,US
10950,2012,volkswagen,gas,89400.0,automatic,US
12950,2006,porsche,gas,79264.0,automatic,US
12900,2003,chevrolet,gas,121000.0,automatic,US
6500,1998,subaru,gas,173000.0,automatic,US
8000,2011,lincoln,gas,120000.0,automatic,US
4000,2004,ford,gas,220000.0,automatic,US
5950,2005,cadillac,gas,242000.0,automatic,US
4950,2002,chevrolet,gas,273000.0,automatic,US
2200,2002,nissan,gas,163385.0,automatic,US
11000,2013,volkswagen,gas,54600.0,automatic,US
3995,1993,toyota,gas,183000.0,automatic,US
28990,2008,ford,gas,118078.0,automatic,US
11995,2006,lexus,gas,73917.0,automatic,US
17400,2013,jeep,gas,78000.0,automatic,US
1800,2005,ford,gas,218000.0,automatic,US
35500,2017,toyota,gas,74400.0,automatic,US
7800,2014,ford,gas,110289.0,manual,US
7500,1996,chevrolet,gas,113000.0,automatic,US
5000,2007,ford,diesel,155000.0,automatic,US
28000,2011,ford,diesel,150000.0,automatic,US
14995,2002,chevrolet,gas,145782.0,automatic,US
19500,2018,ford,gas,38000.0,manual,US
1200,2002,hyundai,gas,146000.0,automatic,US
10000,2003,ford,diesel,226223.0,automatic,US
21000,2014,ford,gas,103000.0,automatic,US
18900,2011,subaru,gas,60000.0,automatic,US
7900,2012,toyota,gas,120000.0,automatic,US
2200,2002,subaru,gas,240000.0,automatic,US
8200,2013,honda,gas,177223.0,automatic,US
6650,2008,acura,gas,160223.0,automatic,US
8250,2010,honda,gas,184842.0,automatic,US
7999,2007,pontiac,gas,38000.0,automatic,US
8399,2014,mitsubishi,gas,68000.0,automatic,US
25999,2014,mercedes-benz,gas,59000.0,automatic,US
6999,2011,kia,gas,113000.0,automatic,US
3000,2007,ford,gas,191000.0,automatic,US
30900,1998,ford,diesel,159000.0,automatic,US
6200,2013,volkswagen,gas,123000.0,automatic,US
20500,2015,ram,diesel,81000.0,automatic,US
4995,2006,jeep,gas,186000.0,automatic,US
19999,2014,chevrolet,gas,161033.0,automatic,US
11882,2015,honda,gas,62000.0,manual,US
4500,2006,chrysler,gas,106000.0,automatic,US
6315,2007,hyundai,gas,139347.0,automatic,US
14193,2009,toyota,gas,171392.0,automatic,US
15300,2008,gmc,gas,107300.0,automatic,US
1850,1997,ford,gas,260000.0,automatic,US
17997,2012,honda,gas,86415.0,automatic,US
8000,2005,mercedes-benz,gas,130302.0,automatic,US
24451,2015,ford,gas,74148.0,automatic,US
4500,2004,nissan,gas,158000.0,manual,US
32995,2018,ford,gas,101617.0,automatic,US
21995,2015,chevrolet,gas,65396.0,automatic,US
19000,2005,porsche,gas,43652.0,manual,US
9498,2011,kia,hybrid,77571.0,automatic,US
1500,2013,mercedes-benz,gas,108637.0,automatic,US
2200,2001,toyota,gas,120000.0,automatic,US
17998,2011,rover,gas,99428.0,automatic,US
3500,2007,toyota,hybrid,232000.0,automatic,US
7998,2016,chrysler,gas,100404.0,automatic,US
16498,2011,rover,gas,96831.0,automatic,US
9498,2016,nissan,gas,90900.0,automatic,US
8900,2001,mercedes-benz,gas,110000.0,automatic,US
10000,2007,lexus,gas,259000.0,automatic,US
29989,2012,chevrolet,gas,40750.0,automatic,US
14795,2015,ford,gas,148219.0,automatic,US
15988,2014,lexus,hybrid,97769.0,automatic,US
3500,2007,volkswagen,gas,170000.0,manual,US
12000,2013,bmw,gas,62368.0,automatic,US
4000,2012,toyota,gas,163191.0,automatic,US
4790,2003,honda,gas,143000.0,automatic,US
12500,2003,toyota,gas,216100.0,automatic,US
7500,2010,toyota,gas,74500.0,automatic,US
4400,2006,subaru,gas,215000.0,automatic,US
4999,2006,hyundai,gas,123929.0,automatic,US
30500,2013,toyota,gas,140000.0,automatic,US
1000,2007,honda,gas,256000.0,automatic,US
9000,2014,nissan,gas,122500.0,automatic,US
7999,2016,dodge,gas,88150.0,automatic,US
1950,2004,chrysler,gas,128000.0,automatic,US
9450,2000,toyota,gas,179000.0,automatic,US
6750,2014,chevrolet,gas,86332.0,automatic,US
2000,2003,infiniti,gas,148000.0,automatic,US
9450,2003,toyota,gas,180000.0,automatic,US
2000,2006,bmw,gas,143143.0,automatic,US
2000,2013,hyundai,gas,77447.0,automatic,US
2000,2016,chevrolet,gas,91474.0,automatic,US
2000,2018,ford,gas,27789.0,automatic,US
8999,2011,kia,gas,110000.0,automatic,US
5795,2014,nissan,gas,99960.0,automatic,US
6200,2009,ford,gas,144803.0,automatic,US
4995,2006,subaru,gas,184000.0,automatic,US
7499,2011,mazda,gas,84200.0,automatic,US
13995,2012,mercedes-benz,gas,118700.0,automatic,US
6395,2014,nissan,gas,107886.0,automatic,US
6500,2015,ford,gas,108208.0,automatic,US
6900,2011,mazda,gas,135375.0,automatic,US
9500,2010,audi,gas,99450.0,automatic,US
8200,2011,toyota,gas,112090.0,automatic,US
5900,2012,fiat,gas,80637.0,automatic,US
2700,2005,hyundai,gas,148000.0,automatic,US
8300,2013,nissan,gas,59117.0,automatic,US
6200,2013,dodge,gas,112553.0,automatic,US
4500,2005,toyota,gas,191577.0,automatic,US
7900,2018,kia,gas,90000.0,automatic,US
12900,2017,gmc,gas,53500.0,automatic,US
5000,2008,dodge,gas,169000.0,automatic,US
5900,2006,lexus,gas,197000.0,automatic,US
2600,2004,chevrolet,gas,96012.0,automatic,US
13999,2011,jeep,gas,132047.0,automatic,US
5750,2010,honda,gas,166973.0,automatic,US
5750,2005,lexus,gas,198008.0,automatic,US
9200,2009,mini,gas,107500.0,automatic,US
13999,2013,ford,gas,100900.0,automatic,US
2500,2008,chevrolet,gas,145993.0,automatic,US
19500,2013,bmw,gas,58000.0,automatic,US
13999,2007,toyota,gas,129975.0,automatic,US
4395,2007,toyota,gas,172000.0,automatic,US
27998,2017,dodge,gas,77124.0,automatic,US
4350,2008,toyota,hybrid,191922.0,automatic,US
17998,2016,dodge,gas,88516.0,automatic,US
1500,2008,bmw,gas,109008.0,automatic,US
2500,2009,bmw,gas,113505.0,automatic,US
19998,2014,toyota,gas,40451.0,manual,US
19998,2006,ford,gas,59568.0,automatic,US
34998,2012,ram,gas,44430.0,automatic,US
22999,2001,porsche,gas,84899.0,automatic,US
7499,2014,kia,gas,116000.0,automatic,US
8999,2016,kia,gas,62000.0,automatic,US
8999,2017,hyundai,gas,116000.0,automatic,US
6999,2017,hyundai,gas,108000.0,automatic,US
4000,2009,toyota,hybrid,234433.0,automatic,US
13699,2015,honda,gas,92000.0,automatic,US
9588,2011,bmw,gas,96000.0,automatic,US
9588,2008,bmw,gas,108000.0,automatic,US
6400,2010,ford,gas,149000.0,automatic,US
2200,1999,honda,gas,201240.0,automatic,US
9999,2011,volkswagen,gas,151151.0,automatic,US
3200,2004,nissan,gas,176000.0,manual,US
3800,2008,honda,gas,263923.0,automatic,US
2000,1998,acura,gas,205000.0,automatic,US
2850,2003,toyota,gas,168000.0,automatic,US
7995,2011,toyota,gas,162000.0,automatic,US
8500,2006,lexus,hybrid,134000.0,automatic,US
4000,2001,mazda,gas,157400.0,automatic,US
3000,2003,ford,gas,174845.0,automatic,US
2499,1996,honda,gas,220915.0,automatic,US
2200,1993,ford,gas,210000.0,automatic,US
30000,2016,dodge,gas,16322.0,automatic,US
6500,2005,nissan,gas,66500.0,automatic,US
800,2004,jeep,gas,211294.0,automatic,US
12998,2014,dodge,gas,103625.0,automatic,US
5499,2009,chrysler,gas,162061.0,automatic,US
6499,2006,mercedes-benz,gas,172062.0,automatic,US
4999,2000,dodge,gas,194848.0,automatic,US
4499,2001,lexus,gas,135313.0,automatic,US
6499,2013,dodge,gas,124603.0,automatic,US
5499,2008,chrysler,gas,172518.0,automatic,US
5200,2004,toyota,gas,175950.0,automatic,US
10600,2018,chevrolet,gas,100947.0,automatic,US
23988,2013,toyota,gas,48315.0,automatic,US
17000,2014,subaru,gas,38225.0,automatic,US
16000,2004,ram,diesel,200000.0,automatic,US
7999,2016,dodge,gas,88150.0,automatic,US
28995,2017,chevrolet,gas,147225.0,automatic,US
7900,2004,toyota,gas,174000.0,automatic,US
22786,2014,chevrolet,gas,183002.0,automatic,US
29853,2013,toyota,gas,87289.0,automatic,US
13988,2013,toyota,hybrid,44789.0,automatic,US
16999,2011,jaguar,gas,105930.0,automatic,US
28000,2012,gmc,gas,50335.0,automatic,US
5900,1999,chevrolet,gas,225.0,automatic,US
8500,2007,lexus,gas,179000.0,automatic,US
2000,2005,nissan,gas,208552.0,manual,US
10500,2010,bmw,gas,23800.0,automatic,US
10999,2011,toyota,gas,106353.0,automatic,US
17950,2006,chevrolet,gas,92851.0,automatic,US
12500,2006,toyota,gas,109000.0,manual,US
3000,2001,honda,gas,178000.0,automatic,US
7400,2014,fiat,gas,78075.0,manual,US
5750,2007,bmw,gas,175000.0,automatic,US
6299,2007,chevrolet,gas,127513.0,automatic,US
6500,2008,mercedes-benz,diesel,214244.0,automatic,US
14500,2010,lexus,gas,68300.0,automatic,US
7000,2002,toyota,gas,244000.0,automatic,US
1500,2008,lexus,gas,120205.0,automatic,US
2000,2014,chevrolet,gas,147425.0,automatic,US
33899,2016,chevrolet,diesel,75000.0,automatic,US
4000,2015,nissan,gas,123061.0,automatic,US
5200,2015,nissan,gas,81000.0,automatic,US
7000,2010,mercedes-benz,gas,63752.0,automatic,US
3800,2011,chevrolet,gas,238000.0,automatic,US
3800,2001,chevrolet,gas,238000.0,automatic,US
12000,2018,nissan,gas,48000.0,automatic,US
4000,2012,toyota,gas,117979.0,automatic,US
900,1999,subaru,gas,204000.0,automatic,US
12950,2012,lexus,hybrid,86122.0,automatic,US
1500,1995,chevrolet,gas,125000.0,manual,US
28000,2007,ford,gas,86100.0,automatic,US
22995,2014,honda,gas,76691.0,automatic,US
3900,2004,honda,gas,167000.0,automatic,US
24800,2010,mercedes-benz,gas,51820.0,automatic,US
4500,2007,ford,gas,167000.0,automatic,US
13988,2007,toyota,gas,90497.0,automatic,US
14988,2011,honda,gas,92119.0,automatic,US
9988,2009,toyota,gas,141657.0,automatic,US
7988,2006,nissan,gas,131121.0,automatic,US
10988,1999,toyota,gas,206219.0,automatic,US
8000,2007,toyota,gas,232700.0,automatic,US
11688,2012,toyota,hybrid,63417.0,automatic,US
11988,2008,honda,gas,99662.0,automatic,US
11499,2014,bmw,gas,106010.0,automatic,US
7499,2010,mazda,gas,103661.0,automatic,US
6000,2008,toyota,hybrid,121986.0,automatic,US
5500,2001,toyota,gas,98563.0,automatic,US
3600,2005,volvo,gas,157220.0,manual,US
8200,2012,toyota,gas,84000.0,automatic,US
4800,2005,honda,gas,168153.0,automatic,US
4400,2014,nissan,gas,152000.0,automatic,US
9500,2007,honda,gas,108000.0,automatic,US
12400,2001,toyota,gas,192000.0,automatic,US
6000,2010,pontiac,gas,96821.0,automatic,US
16500,2017,honda,gas,58560.0,automatic,US
5000,2006,toyota,hybrid,129064.0,automatic,US
4500,2006,chrysler,gas,106000.0,automatic,US
19500,2014,mercedes-benz,gas,79800.0,automatic,US
23995,2003,mercury,gas,45000.0,automatic,US
5000,2011,ford,gas,102000.0,automatic,US
6500,2006,toyota,gas,208179.0,automatic,US
4900,2007,mazda,gas,125000.0,automatic,US
4300,2013,chevrolet,gas,138000.0,automatic,US
13875,2014,nissan,gas,36243.0,automatic,US
5500,2003,chevrolet,gas,129000.0,automatic,US
11000,2012,buick,gas,95000.0,manual,US
5500,2001,chevrolet,gas,170000.0,automatic,US
32000,2014,lexus,gas,60022.0,automatic,US
6900,2003,gmc,gas,169000.0,automatic,US
7300,2009,bmw,gas,191000.0,automatic,US
21999,2006,ford,diesel,137788.0,automatic,US
7999,2016,dodge,gas,87150.0,automatic,US
27000,2006,lexus,gas,118000.0,automatic,US
7999,2012,toyota,gas,178496.0,automatic,US
13499,2012,ram,gas,184051.0,automatic,US
16995,2014,ram,gas,144219.0,automatic,US
13999,2011,ram,gas,166404.0,automatic,US
8995,2015,hyundai,gas,115399.0,automatic,US
4995,2010,honda,hybrid,229444.0,automatic,US
5995,2004,honda,gas,168589.0,automatic,US
6995,2013,dodge,gas,141212.0,automatic,US
7995,2008,ram,gas,140188.0,automatic,US
8499,2014,chrysler,gas,142149.0,automatic,US
14995,2012,chevrolet,gas,136424.0,automatic,US
17999,2011,ram,gas,136296.0,automatic,US
18999,2007,chevrolet,gas,140535.0,automatic,US
1100,2005,dodge,gas,115523.0,automatic,US
3800,2003,bmw,gas,250000.0,automatic,US
6995,2012,mitsubishi,gas,128105.0,automatic,US
14800,2008,saturn,gas,39282.0,manual,US
4850,2003,volkswagen,diesel,167300.0,automatic,US
2800,2000,buick,gas,189000.0,automatic,US
12000,2011,chevrolet,gas,70000.0,manual,US
6000,2012,dodge,gas,113100.0,automatic,US
9900,2004,toyota,gas,150351.0,automatic,US
5500,2015,fiat,gas,116958.0,automatic,US
5995,1997,chevrolet,gas,190690.0,automatic,US
11500,2010,lexus,gas,112745.0,automatic,US
8890,2010,honda,gas,114689.0,automatic,US
900,2005,dodge,gas,108000.0,automatic,US
20400,2019,subaru,gas,23687.0,automatic,US
5995,2002,volkswagen,gas,95798.0,automatic,US
8990,2013,ford,gas,108000.0,automatic,US
2400,2000,honda,gas,203000.0,manual,US
6990,2008,chevrolet,gas,122000.0,automatic,US
8990,2013,toyota,gas,140000.0,automatic,US
11990,2013,dodge,gas,100248.0,automatic,US
15000,2006,toyota,gas,139000.0,automatic,US
3990,1999,chevrolet,gas,51000.0,automatic,US
8990,2011,ford,gas,144000.0,automatic,US
7990,2012,hyundai,gas,134000.0,automatic,US
5990,2008,pontiac,gas,135775.0,automatic,US
14499,2007,toyota,gas,126400.0,automatic,US
6490,2012,chevrolet,gas,131000.0,automatic,US
7800,2012,buick,gas,61000.0,automatic,US
3300,1996,honda,gas,132557.0,manual,US
4475,1995,ford,gas,103650.0,automatic,US
26995,2018,mercedes-benz,hybrid,43131.0,automatic,US
1500,2014,toyota,gas,222000.0,automatic,US
1500,2015,subaru,gas,83000.0,manual,US
1500,2012,nissan,gas,107000.0,automatic,US
1500,2011,nissan,gas,70000.0,automatic,US
1500,2014,mercedes-benz,gas,62000.0,automatic,US
1500,2012,mercedes-benz,gas,62000.0,automatic,US
1500,2016,lexus,gas,99000.0,automatic,US
1500,2014,kia,gas,124000.0,automatic,US
1500,2008,jeep,gas,116000.0,manual,US
1500,2011,honda,gas,141000.0,automatic,US
1500,2001,honda,gas,100000.0,manual,US
1500,2013,gmc,gas,122000.0,automatic,US
1500,2006,chevrolet,gas,50000.0,automatic,US
1500,2013,bmw,gas,86000.0,automatic,US
6000,2008,bmw,gas,155000.0,automatic,US
7988,2006,jaguar,gas,98177.0,automatic,US
14500,2008,bmw,gas,146200.0,automatic,US
12500,1999,mazda,gas,55250.0,manual,US
7500,2013,hyundai,gas,92500.0,automatic,US
8498,2012,nissan,gas,114432.0,automatic,US
4300,2005,audi,gas,209050.0,automatic,US
3500,2008,kia,gas,226886.0,automatic,US
2900,2008,kia,gas,175000.0,automatic,US
4300,2008,honda,gas,147409.0,manual,US
4200,2007,hyundai,gas,160000.0,automatic,US
7999,2016,dodge,gas,87150.0,automatic,US
7500,2012,toyota,gas,137000.0,automatic,US
7900,2013,nissan,gas,158000.0,automatic,US
12750,2002,toyota,gas,178515.0,automatic,US
17995,2007,toyota,gas,143450.0,automatic,US
3800,2007,audi,gas,170000.0,automatic,US
9995,2008,toyota,gas,129821.0,automatic,US
9750,2009,toyota,hybrid,123473.0,automatic,US
16995,2011,toyota,gas,190769.0,automatic,US
12995,2013,subaru,gas,109950.0,manual,US
8995,2005,nissan,gas,177159.0,manual,US
8995,2007,nissan,gas,169122.0,automatic,US
28000,2017,ford,gas,85000.0,automatic,US
11500,2017,toyota,hybrid,22696.0,automatic,US
16500,2013,chevrolet,gas,111800.0,automatic,US
5500,2003,subaru,gas,170460.0,manual,US
6900,2011,toyota,gas,200000.0,automatic,US
4500,2005,honda,gas,151000.0,automatic,US
1200,1998,ford,gas,109000.0,automatic,US
34000,2015,chevrolet,gas,69000.0,automatic,US
4950,2008,honda,gas,184500.0,automatic,US
10000,2012,volkswagen,gas,75000.0,manual,US
5650,2014,ford,gas,174300.0,automatic,US
2700,2000,honda,gas,198000.0,automatic,US
8999,2012,toyota,hybrid,149477.0,automatic,US
11999,2016,chrysler,gas,106692.0,automatic,US
14000,2020,nissan,gas,10000.0,automatic,US
6000,2010,honda,hybrid,144926.0,automatic,US
9800,2008,bmw,gas,50200.0,automatic,US
6900,2009,honda,gas,164000.0,other,US
8100,2007,honda,gas,101000.0,automatic,US
6500,2012,hyundai,gas,125500.0,automatic,US
29998,2018,subaru,gas,23215.0,automatic,US
32998,2018,ram,gas,21608.0,automatic,US
29998,2019,subaru,gas,30609.0,automatic,US
23998,2016,ford,gas,56589.0,automatic,US
15998,2012,honda,gas,109139.0,automatic,US
9750,2006,nissan,gas,102820.0,automatic,US
4500,2002,bmw,gas,136000.0,automatic,US
5000,2008,bmw,gas,153000.0,automatic,US
7800,2013,nissan,gas,124555.0,automatic,US
1500,2015,hyundai,gas,145006.0,automatic,US
11000,1995,jeep,gas,110000.0,manual,US
14900,2014,bmw,gas,108000.0,automatic,US
1200,2005,ford,gas,195000.0,automatic,US
1900,2002,subaru,gas,195856.0,manual,US
9800,2006,ram,gas,122344.0,automatic,US
32900,2013,mercedes-benz,gas,70000.0,automatic,US
35000,2016,gmc,diesel,120000.0,automatic,US
7900,2013,subaru,gas,117221.0,automatic,US
7500,2006,honda,gas,200000.0,automatic,US
6800,2014,subaru,gas,169000.0,automatic,US
4500,2012,nissan,gas,160000.0,automatic,US
4495,2002,toyota,gas,227136.0,automatic,US
8700,2004,gmc,gas,128400.0,automatic,US
20000,2015,ford,gas,90500.0,automatic,US
10900,2012,toyota,hybrid,46000.0,automatic,US
2300,1997,toyota,gas,185000.0,automatic,US
14495,2010,ford,gas,125000.0,automatic,US
7479,2010,ford,gas,149377.0,automatic,US
16995,2008,ford,diesel,120000.0,automatic,US
6995,2001,chevrolet,gas,113000.0,automatic,US
8995,2017,hyundai,gas,32000.0,automatic,US
21995,2015,chevrolet,gas,60705.0,automatic,US
14995,2014,ford,gas,160000.0,automatic,US
25000,2008,ford,diesel,187000.0,automatic,US
16599,2014,toyota,gas,65000.0,automatic,US
5895,2004,lexus,gas,130700.0,automatic,US
13999,2016,toyota,gas,83400.0,automatic,US
5900,2011,hyundai,gas,134079.0,automatic,US
6000,2008,bmw,gas,155000.0,automatic,US
3395,2001,mercury,gas,162943.0,automatic,US
3900,2004,infiniti,gas,212000.0,automatic,US
6200,2012,dodge,gas,138223.0,automatic,US
5500,2005,toyota,gas,138000.0,automatic,US
9700,2015,ford,hybrid,103221.0,automatic,US
6999,2013,mazda,gas,65000.0,automatic,US
4000,2004,ford,gas,97100.0,automatic,US
5700,2007,honda,gas,193010.0,automatic,US
5000,2006,chrysler,gas,106000.0,automatic,US
23500,2011,cadillac,hybrid,109792.0,automatic,US
9200,2010,nissan,gas,82331.0,automatic,US
2900,1995,mercedes-benz,gas,106000.0,automatic,US
7999,2016,dodge,gas,87150.0,automatic,US
